爬取时间(__time),爬取链接(__url),股票代码(symbol),股票名称(name),当前价(current),涨跌幅(percentage),涨跌额(change),今开(open),最高(high),最低(low),今收(close),昨收(last_close),52周最高(high52w),52周最低(low52week),成交量(volume),平均成交量(volumeAverage),总市值(marketCapital),每股收益(eps),市盈率TTM(pe_ttm),市盈率LYR(pe_lyr),总股本(totalShares),收盘时间(time),更新日期(updateAt),每股股息(dividend),收益率(yield),周转率(turnover_rate),涨停价(rise_stop),跌停价(fall_stop),货币单位(currency_unit),成交额(amount),每股净资产(net_assets),振幅(amplitude),每手股数(lot_size),流通股本(float_shares),流通市值(float_market_capital),市净率TTM(pb),市销率TTM(psr),关注数(fans),
"2018-08-23 01:02:16","http://xueqiu.com/v4/stock/quote.json?code=SH900945","SH900945","海控B股","0.386","-0.77%","-0.003","0.387","0.39","0.385","0.386","0.389","0.57","0.38","133200.0","979498","6.48716244738E9","0.012","11.606","13.362","16806120330","Wed Aug 22 14:42:34 +0800 2018","1493035205568","0.02","5.18%","0.04%","0.428","0.35","USD","51708.0","0.4657","1.29%","100","369446402","1.4260631117E8","0.83","0.7123","1096",
"2018-08-23 01:02:15","http://xueqiu.com/v4/stock/quote.json?code=SH900943","SH900943","开开B股","0.724","-1.36%","-0.010","0.728","0.73","0.724","0.724","0.734","1.11","0.71","112879.0","1235654","1.75932E8","0.013","27.494","31.09","243000000","Wed Aug 22 14:53:51 +0800 2018","1493035205564","0.05","6.91%","0.14%","0.807","0.661","USD","82109.0","0.3031","0.82%","100","80000000","5.792E7","2.39","1.2819","578",
"2018-08-23 01:02:13","http://xueqiu.com/v4/stock/quote.json?code=SH900942","SH900942","黄山B股","1.200","-0.17%","-0.002","1.202","1.202","1.189","1.2","1.202","1.55","1.09","142550.0","723962","8.9676E8","0.015","13.784","14.823","747300000","Wed Aug 22 14:48:24 +0800 2018","1493035205560","0.26","21.67%","0.06%","1.322","1.082","USD","170147.0","0.8133","1.08%","100","234000000","2.808E8","1.48","3.4839","4054",
"2018-08-23 01:02:12","http://xueqiu.com/v4/stock/quote.json?code=SH900941","SH900941","东信B股","0.508","-0.97%","-0.005","0.512","0.513","0.506","0.508","0.513","0.73","0.46","241000.0","2903219","6.3804803251E8","0.006","36.868","36.943","1256000064","Wed Aug 22 14:56:29 +0800 2018","1493035205557","0.06","11.81%","0.08%","0.564","0.462","USD","122823.0","0.3493","1.36%","100","300000000","1.524E8","1.45","1.7589","1633",
"2018-08-23 01:02:11","http://xueqiu.com/v4/stock/quote.json?code=SH900940","SH900940","大名城B","0.478","-0.62%","-0.003","0.476","0.479","0.476","0.478","0.481","0.76","0.47","19430.0","1220324","1.18320537725E9","0.003","6.915","5.735","2475325057","Wed Aug 22 14:50:55 +0800 2018","1493035205553","0.07","14.64%","0.01%","0.529","0.433","USD","9289.0","0.7026","0.62%","100","198720095","9.498820541E7","0.68","0.7477","2652",
"2018-08-23 01:02:10","http://xueqiu.com/v4/stock/quote.json?code=SH900939","SH900939","汇丽B","0.745","-2.1%","-0.016","0.771","0.771","0.74","0.745","0.761","1.58","0.721","155967.0","1753140","1.352175E8","0.0","251.775","212.641","181500000","Wed Aug 22 14:54:15 +0800 2018","1493035205549","0.0","0.0%","0.18%","0.837","0.685","USD","117092.0","0.0574","4.07%","100","88000000","6.556E7","12.98","76.1055","1691",
"2018-08-23 01:02:08","http://xueqiu.com/v4/stock/quote.json?code=SH900938","SH900938","海科B","0.568","0.0%","0.000","0.0","0.0","0.0","0.568","0.568","0.593","0.519","0.0","4111864","1.64682386074E9","-0.003","14.361","13.736","2899337783","Wed Aug 22 15:14:42 +0800 2018","1493035205545","0.0","0.0%","%","0.625","0.511","USD","0.0","0.672","2.86%","100","326148731","1.8525247921E8","0.85","0.0353","2758",
"2018-08-23 01:02:07","http://xueqiu.com/v4/stock/quote.json?code=SH900937","SH900937","华电B股","0.315","0.0%","0.000","0.315","0.316","0.314","0.315","0.315","0.496","0.297","123800.0","2855691","6.195026732E8","0.013","","","1966675153","Wed Aug 22 14:55:29 +0800 2018","1493035205540","0.0","0.0%","0.03%","0.347","0.284","USD","38985.0","0.1853","0.63%","100","432000002","1.3608000063E8","1.7","0.4486","1017",
"2018-08-23 01:02:05","http://xueqiu.com/v4/stock/quote.json?code=SH900936","SH900936","鄂资B股","0.985","-0.51%","-0.005","0.981","0.985","0.979","0.985","0.99","1.2","0.92","64277.0","664664","1.01652E9","0.029","11.254","13.355","1032000000","Wed Aug 22 14:38:55 +0800 2018","1510208083217","0.11","11.17%","0.02%","1.089","0.891","USD","63146.0","1.1399","0.61%","100","420000000","4.137E8","0.86","0.3109","976",
"2018-08-23 01:02:05","http://xueqiu.com/v4/stock/quote.json?code=SH900935","SH900935","阳晨B股","2.922","0.0%","0.000","0.0","0.0","0.0","2.922","2.922","2.972","2.861","0.0","1644718","7.14709512E8","0.012","129.525","133.897","244596000","Fri Dec 16 15:14:48 +0800 2016","1493035205532","0.0","0.0%","%","3.214","2.63","USD","0.0","0.3816","3.88%","100","105600000","3.085632E8","7.67","12.5223","3562",
"2018-08-23 01:02:03","http://xueqiu.com/v4/stock/quote.json?code=SH900934","SH900934","锦江B股","2.082","0.58%","0.012","2.077","2.084","2.067","2.082","2.07","2.81","2.027","179589.0","1202989","1.99442366808E9","0.035","14.948","15.481","957936440","Wed Aug 22 14:56:28 +0800 2018","1493035205529","0.6","28.82%","0.12%","2.277","1.863","USD","373383.0","1.8955","0.82%","100","156000000","3.24792E8","1.1","0.973","6068",
"2018-08-23 01:02:02","http://xueqiu.com/v4/stock/quote.json?code=SH900933","SH900933","华新B股","1.766","-0.06%","-0.001","1.761","1.79","1.751","1.766","1.767","1.844","0.96","1529413.0","1934776","2.64471095995E9","0.051","7.203","8.712","1497571325","Wed Aug 22 15:00:00 +0800 2018","1493035205525","0.3","16.99%","0.29%","1.944","1.59","USD","2715273.0","1.2109","2.21%","100","524800000","9.267968E8","1.46","0.8389","1220",
